run_id,study,seed,dataset,backbone,head,head_type,task_type,environment,n_qubits,depth,shots,noise_channels,n_trainable_params,epochs,lr,batch_size,train_time_s,energy_kwh,test_accuracy,test_precision,test_recall,test_f1,test_auc,timestamp
hymenoptera_resnet18_pl_ideal_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,5,,,4234,10,0.001,16,438.2334693809971,0.006203686564891775,0.9743589743589743,0.974291364535267,0.974291364535267,0.974291364535267,0.996704021094265,2026-04-15T07:01:37.905265
hymenoptera_resnet18_pl_ideal_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,5,,,4234,10,0.001,16,440.9338827680331,0.006244736226241671,0.9743589743589743,0.974291364535267,0.974291364535267,0.974291364535267,0.996704021094265,2026-04-15T07:01:44.202569
hymenoptera_resnet18_pl_ideal_q8_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,8,5,,,4234,10,0.001,16,443.8689665859565,0.006290726880511507,0.9743589743589743,0.974291364535267,0.974291364535267,0.974291364535267,0.996704021094265,2026-04-15T07:01:56.701440
hymenoptera_resnet18_pl_ideal_q16_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,1,,,8274,10,0.001,16,601.336408830015,0.008630039505842332,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.996044825313118,2026-04-15T07:11:53.974300
hymenoptera_resnet18_pl_ideal_q16_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,1,,,8274,10,0.001,16,603.7166483430192,0.008662695373707474,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.996044825313118,2026-04-15T07:12:02.708752
hymenoptera_resnet18_pl_ideal_q16_d1_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,1,,,8274,10,0.001,16,617.561816316098,0.008856466580682527,0.9871794871794872,0.986842105263158,0.9878048780487805,0.9871604938271605,0.996044825313118,2026-04-15T07:12:29.326040
hymenoptera_resnet18_pl_ideal_q16_d3_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,3,,,8370,10,0.001,16,1224.7330313560087,0.017541079293894955,0.9743589743589743,0.974291364535267,0.974291364535267,0.974291364535267,0.9907712590639419,2026-04-15T07:32:37.863645
hymenoptera_resnet18_pl_ideal_q16_d3_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,3,,,8370,10,0.001,16,1249.3381742101628,0.017897292473490815,0.9743589743589743,0.974291364535267,0.974291364535267,0.974291364535267,0.9907712590639419,2026-04-15T07:33:38.397007
hymenoptera_resnet18_pl_ideal_q16_d3_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,3,,,8370,10,0.001,16,1276.9921090470161,0.018288588087017364,0.9743589743589743,0.974291364535267,0.974291364535267,0.974291364535267,0.9907712590639419,2026-04-15T07:33:39.097201
hymenoptera_resnet18_pl_ideal_q16_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,5,,,8466,10,0.001,16,1772.2553486109246,0.024411101884824905,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.992748846407383,2026-04-15T08:02:32.711974
hymenoptera_resnet18_pl_ideal_q16_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,5,,,8466,10,0.001,16,1823.0832155451644,0.02488014912087778,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.992748846407383,2026-04-15T08:04:24.488919
hymenoptera_resnet18_pl_ideal_q16_d5_42,ablation,42,hymenoptera,resnet18,pl_ideal,pennylane,classification,simulation,16,5,,,8466,10,0.001,16,1837.057553675957,0.025042817321430946,0.9615384615384616,0.9623015873015872,0.9607778510217535,0.961379765637894,0.992748846407383,2026-04-15T08:04:38.830580
